X,Y,Z,val,coord,feature_name,dip,strike,event
7593.091148,6906.383175,4000.0,,0.0,,89.999654,90.0,2.0
7593.091148,6906.383175,4000.0,,0.0,,89.998654,132.00016200000002,3.0
7593.091148,6906.383175,4000.0,,0.0,s0,-73.206807,366.000594,4.0
8339.026781999999,1466.570502,4000.0,,0.0,,73.206807,366.000594,0.0
8339.026781999999,1466.570502,4000.0,,0.0,,90.000346,359.999654,1.0
8339.026781999999,1466.570502,4000.0,,0.0,,90.000346,270.0,2.0
8339.026781999999,1466.570502,4000.0,,0.0,,89.998654,132.00016200000002,3.0
8339.026781999999,1466.570502,4000.0,,0.0,,72.01783,355.76459900000003,4.0
7526.369723999999,1071.948815,4000.0,,0.0,,72.01783,355.76459900000003,0.0
7526.369723999999,1071.948815,4000.0,,0.0,,90.000346,359.999654,1.0
7526.369723999999,1071.948815,4000.0,,0.0,,90.000346,270.0,2.0
7526.369723999999,1071.948815,4000.0,,0.0,,89.998654,132.00016200000002,3.0
7526.369723999999,1071.948815,4000.0,,0.0,s0,-73.206807,353.999406,4.0
1322.979902,2034.196536,4000.0,,0.0,,73.206807,353.999406,0.0
1322.979902,2034.196536,4000.0,,0.0,s1,89.999654,-179.999654,1.0
1322.979902,2034.196536,4000.0,,0.0,,90.000346,270.0,2.0
1322.979902,2034.196536,4000.0,,0.0,,89.998654,132.00016200000002,3.0
1322.979902,2034.196536,4000.0,,0.0,s0,-57.222644,351.574686,4.0
2035.136719,6012.418574,4000.0,,0.0,,57.222644,351.574686,0.0
2035.136719,6012.418574,4000.0,,0.0,,90.000346,359.999654,1.0
2035.136719,6012.418574,4000.0,,0.0,,90.000346,270.0,2.0
2035.136719,6012.418574,4000.0,,0.0,,89.998654,132.00016200000002,3.0
2035.136719,6012.418574,4000.0,,0.0,,58.263051,378.158608,4.0
2282.537454,6694.027029,4000.0,,0.0,,58.263051,378.158608,0.0
2282.537454,6694.027029,4000.0,,0.0,,90.000346,359.999654,1.0
2282.537454,6694.027029,4000.0,,0.0,,89.999654,90.0,2.0
2282.537454,6694.027029,4000.0,,0.0,,89.998654,132.00016200000002,3.0
2282.537454,6694.027029,4000.0,,0.0,,34.982375,400.571692,4.0
9840.128874,4196.416143,4000.0,,0.0,,34.982375,400.571692,0.0
9840.128874,4196.416143,4000.0,,0.0,,90.000346,359.999654,1.0
9840.128874,4196.416143,4000.0,,0.0,,90.000346,270.0,2.0
9840.128874,4196.416143,4000.0,,0.0,,89.998654,132.00016200000002,3.0
9840.128874,4196.416143,4000.0,,0.0,,57.643464,166.735485,4.0
8332.972315,2270.856543,4000.0,,0.0,,57.643464,166.735485,0.0
8332.972315,2270.856543,4000.0,,0.0,,89.999654,179.999654,1.0
8332.972315,2270.856543,4000.0,,0.0,,90.000346,270.0,2.0
8332.972315,2270.856543,4000.0,,0.0,,89.998654,132.00016200000002,3.0
8332.972315,2270.856543,4000.0,,0.0,s0,-71.977296,358.532504,4.0
6176.79328,5441.08561,4000.0,,0.0,,71.977296,358.532504,0.0
6176.79328,5441.08561,4000.0,,0.0,,90.000346,359.999654,1.0
6176.79328,5441.08561,4000.0,,0.0,,90.000346,270.0,2.0
6176.79328,5441.08561,4000.0,,0.0,,89.998654,132.00016200000002,3.0
6176.79328,5441.08561,4000.0,,0.0,,33.282913,408.038554,4.0
9835.025396,5392.708419,4000.0,,0.0,,33.282913,408.038554,0.0
9835.025396,5392.708419,4000.0,,0.0,,90.000346,359.999654,1.0
9835.025396,5392.708419,4000.0,,0.0,,89.999654,90.0,2.0
9835.025396,5392.708419,4000.0,,0.0,,89.998654,132.00016200000002,3.0
9835.025396,5392.708419,4000.0,,0.0,,58.186186,162.373215,4.0
7541.209706999999,625.700788,4000.0,,0.0,,58.186186,162.373215,0.0
7541.209706999999,625.700788,4000.0,,0.0,,90.000346,359.999654,1.0
7541.209706999999,625.700788,4000.0,,0.0,,90.000346,270.0,2.0
7541.209706999999,625.700788,4000.0,,0.0,,89.998654,132.00016200000002,3.0
7541.209706999999,625.700788,4000.0,,0.0,s0,-73.206807,353.999406,4.0
5905.4554530000005,3922.104056,4000.0,,0.0,,73.206807,353.999406,0.0
5905.4554530000005,3922.104056,4000.0,,0.0,,89.999654,179.999654,1.0
5905.4554530000005,3922.104056,4000.0,,0.0,,90.000346,270.0,2.0
5905.4554530000005,3922.104056,4000.0,,0.0,,89.998654,132.00016200000002,3.0
5905.4554530000005,3922.104056,4000.0,,0.0,s0,-32.748263,145.73081499999998,4.0
8544.493437000001,1127.686595,4000.0,,0.0,,32.748263,145.73081499999998,0.0
8544.493437000001,1127.686595,4000.0,,0.0,,90.000346,359.999654,1.0
8544.493437000001,1127.686595,4000.0,,0.0,,89.999654,90.0,2.0
8544.493437000001,1127.686595,4000.0,,0.0,,89.998654,132.00016200000002,3.0
8544.493437000001,1127.686595,4000.0,,0.0,s0,-67.07295,351.574686,4.0
6724.281752,5427.495701,4000.0,,0.0,,67.07295,351.574686,0.0
6724.281752,5427.495701,4000.0,,0.0,,90.000346,359.999654,1.0
6724.281752,5427.495701,4000.0,,0.0,,90.000346,270.0,2.0
6724.281752,5427.495701,4000.0,,0.0,,89.998654,132.00016200000002,3.0
6724.281752,5427.495701,4000.0,,0.0,,68.145152,371.290109,4.0
5720.096771,594.684131,4000.0,,0.0,,68.145152,371.290109,0.0
5720.096771,594.684131,4000.0,,0.0,,90.000346,359.999654,1.0
5720.096771,594.684131,4000.0,,0.0,,89.999654,90.0,2.0
5720.096771,594.684131,4000.0,,0.0,,89.998654,132.00016200000002,3.0
5720.096771,594.684131,4000.0,,0.0,s0,-58.18374,342.390407,4.0
7382.564523,5766.670682,4000.0,,0.0,,58.18374,342.390407,0.0
7382.564523,5766.670682,4000.0,,0.0,s1,90.000346,-359.999654,1.0
7382.564523,5766.670682,4000.0,,0.0,,90.000346,270.0,2.0
7382.564523,5766.670682,4000.0,,0.0,,89.998654,132.00016200000002,3.0
7382.564523,5766.670682,4000.0,,0.0,s0,-73.302604,368.6930200000001,4.0
8895.470781,5120.900368,4000.0,,0.0,,73.302604,368.6930200000001,0.0
8895.470781,5120.900368,4000.0,,0.0,,90.000346,359.999654,1.0
8895.470781,5120.900368,4000.0,,0.0,,90.000346,270.0,2.0
8895.470781,5120.900368,4000.0,,0.0,,89.998654,132.00016200000002,3.0
8895.470781,5120.900368,4000.0,,0.0,,58.186186,377.626785,4.0
4195.666067,1883.050165,4000.0,,0.0,,58.186186,377.626785,0.0
4195.666067,1883.050165,4000.0,,0.0,,89.999654,179.999654,1.0
4195.666067,1883.050165,4000.0,,0.0,,89.999654,90.0,2.0
4195.666067,1883.050165,4000.0,,0.0,fault,89.998654,132.00016200000002,3.0
4195.666067,1883.050165,4000.0,,0.0,s0,-66.94645799999999,185.557166,4.0
2499.9659420000003,3072.719386,4000.0,,0.0,,66.94645799999999,185.557166,0.0
2499.9659420000003,3072.719386,4000.0,,0.0,,90.000346,359.999654,1.0
2499.9659420000003,3072.719386,4000.0,,0.0,,90.000346,270.0,2.0
2499.9659420000003,3072.719386,4000.0,,0.0,,89.998654,132.00016200000002,3.0
2499.9659420000003,3072.719386,4000.0,,0.0,,67.765968,181.844,4.0
638.1876179999999,643.971399,4000.0,,0.0,,67.765968,181.844,0.0
638.1876179999999,643.971399,4000.0,,0.0,,89.999654,179.999654,1.0
638.1876179999999,643.971399,4000.0,,0.0,,89.999654,90.0,2.0
638.1876179999999,643.971399,4000.0,,0.0,,89.998654,132.00016200000002,3.0
638.1876179999999,643.971399,4000.0,,0.0,s0,-72.153938,351.574669,4.0
9787.716383,4358.75726,4000.0,,0.0,,72.153938,351.574669,0.0
9787.716383,4358.75726,4000.0,,0.0,,90.000346,359.999654,1.0
9787.716383,4358.75726,4000.0,,0.0,,90.000346,270.0,2.0
9787.716383,4358.75726,4000.0,,0.0,,89.998654,132.00016200000002,3.0
9787.716383,4358.75726,4000.0,,0.0,,57.958159,164.057381,4.0
3002.25137,508.376224,4000.0,,0.0,,57.958159,164.057381,0.0
3002.25137,508.376224,4000.0,,0.0,,90.000346,359.999654,1.0
3002.25137,508.376224,4000.0,,0.0,,90.000346,270.0,2.0
3002.25137,508.376224,4000.0,,0.0,,89.998654,132.00016200000002,3.0
3002.25137,508.376224,4000.0,,0.0,,71.58028399999999,189.345793,4.0
858.1233269999999,3147.781382,4000.0,,0.0,,71.58028399999999,189.345793,0.0
858.1233269999999,3147.781382,4000.0,,0.0,s1,90.000346,-359.999654,1.0
858.1233269999999,3147.781382,4000.0,,0.0,,90.000346,270.0,2.0
858.1233269999999,3147.781382,4000.0,,0.0,,89.998654,132.00016200000002,3.0
858.1233269999999,3147.781382,4000.0,,0.0,s0,-66.857031,361.592049,4.0
8962.002197,4443.230189,4000.0,,0.0,,66.857031,361.592049,0.0
8962.002197,4443.230189,4000.0,,0.0,,90.000346,359.999654,1.0
8962.002197,4443.230189,4000.0,,0.0,,90.000346,270.0,2.0
8962.002197,4443.230189,4000.0,,0.0,,89.998654,132.00016200000002,3.0
8962.002197,4443.230189,4000.0,,0.0,s0,-57.958159,375.942619,4.0
4298.312234,3717.78999,4000.0,,0.0,,57.958159,375.942619,0.0
4298.312234,3717.78999,4000.0,,0.0,,90.000346,359.999654,1.0
4298.312234,3717.78999,4000.0,,0.0,,90.000346,270.0,2.0
4298.312234,3717.78999,4000.0,,0.0,,89.998654,132.00016200000002,3.0
4298.312234,3717.78999,4000.0,,0.0,s0,-73.705496,173.92326,4.0
2709.968457,5977.9992,4000.0,,0.0,,73.705496,173.92326,0.0
2709.968457,5977.9992,4000.0,,0.0,,90.000346,359.999654,1.0
2709.968457,5977.9992,4000.0,,0.0,,90.000346,270.0,2.0
2709.968457,5977.9992,4000.0,,0.0,,89.998654,132.00016200000002,3.0
2709.968457,5977.9992,4000.0,,0.0,,33.7532,131.060367,4.0
6784.434689,2201.749064,4000.0,,0.0,,33.7532,131.060367,0.0
6784.434689,2201.749064,4000.0,,0.0,,90.000346,359.999654,1.0
6784.434689,2201.749064,4000.0,,0.0,,90.000346,270.0,2.0
6784.434689,2201.749064,4000.0,,0.0,,89.998654,132.00016200000002,3.0
6784.434689,2201.749064,4000.0,,0.0,s0,-67.765968,358.156,4.0
3243.521012,4326.186823,4000.0,,0.0,,67.765968,358.156,0.0
3243.521012,4326.186823,4000.0,,0.0,,90.000346,359.999654,1.0
3243.521012,4326.186823,4000.0,,0.0,,90.000346,270.0,2.0
3243.521012,4326.186823,4000.0,,0.0,,89.998654,132.00016200000002,3.0
3243.521012,4326.186823,4000.0,,0.0,s0,-73.15735699999999,176.05016,4.0
7316.707926000001,460.812071,4000.0,,0.0,,73.15735699999999,176.05016,0.0
7316.707926000001,460.812071,4000.0,,0.0,,89.999654,179.999654,1.0
7316.707926000001,460.812071,4000.0,,0.0,,89.999654,90.0,2.0
7316.707926000001,460.812071,4000.0,,0.0,fault,89.998654,132.00016200000002,3.0
7316.707926000001,460.812071,4000.0,,0.0,,72.18046,350.982423,4.0
9849.411839,4027.557864,4000.0,,0.0,,72.18046,350.982423,0.0
9849.411839,4027.557864,4000.0,,0.0,,90.000346,359.999654,1.0
9849.411839,4027.557864,4000.0,,0.0,,90.000346,270.0,2.0
9849.411839,4027.557864,4000.0,,0.0,,89.998654,132.00016200000002,3.0
9849.411839,4027.557864,4000.0,,0.0,,57.643464,166.735485,4.0
1965.759716,1790.020453,4000.0,,0.0,,57.643464,166.735485,0.0
1965.759716,1790.020453,4000.0,,0.0,,90.000346,359.999654,1.0
1965.759716,1790.020453,4000.0,,0.0,,90.000346,270.0,2.0
1965.759716,1790.020453,4000.0,,0.0,,89.998654,132.00016200000002,3.0
1965.759716,1790.020453,4000.0,,0.0,,29.212908,218.280366,4.0
1605.514691,1744.559456,4000.0,,0.0,,29.212908,218.280366,0.0
1605.514691,1744.559456,4000.0,,0.0,,90.000346,359.999654,1.0
1605.514691,1744.559456,4000.0,,0.0,,89.999654,90.0,2.0
1605.514691,1744.559456,4000.0,,0.0,,89.998654,132.00016200000002,3.0
1605.514691,1744.559456,4000.0,,0.0,,32.392905,326.90605800000003,4.0
7272.360435,6257.516279,4000.0,,0.0,,32.392905,326.90605800000003,0.0
7272.360435,6257.516279,4000.0,,0.0,,89.999654,179.999654,1.0
7272.360435,6257.516279,4000.0,,0.0,,90.000346,270.0,2.0
7272.360435,6257.516279,4000.0,,0.0,,89.998654,132.00016200000002,3.0
7272.360435,6257.516279,4000.0,,0.0,,71.55102,368.732639,4.0
9404.028679,1598.22871,4000.0,,0.0,,71.55102,368.732639,0.0
9404.028679,1598.22871,4000.0,,0.0,s1,89.999654,-179.999654,1.0
9404.028679,1598.22871,4000.0,,0.0,,90.000346,270.0,2.0
9404.028679,1598.22871,4000.0,,0.0,,89.998654,132.00016200000002,3.0
9404.028679,1598.22871,4000.0,,0.0,,30.035877000000003,336.823125,4.0
5574.064563,3376.0328159999995,4000.0,,0.0,,30.035877000000003,336.823125,0.0
5574.064563,3376.0328159999995,4000.0,,0.0,,90.000346,359.999654,1.0
5574.064563,3376.0328159999995,4000.0,,0.0,,90.000346,270.0,2.0
5574.064563,3376.0328159999995,4000.0,,0.0,,89.998654,132.00016200000002,3.0
5574.064563,3376.0328159999995,4000.0,,0.0,,57.222213,171.574546,4.0
463.735143,2719.245364,4000.0,,0.0,,57.222213,171.574546,0.0
463.735143,2719.245364,4000.0,,0.0,,89.999654,179.999654,1.0
463.735143,2719.245364,4000.0,,0.0,,89.999654,90.0,2.0
463.735143,2719.245364,4000.0,,0.0,,89.998654,132.00016200000002,3.0
463.735143,2719.245364,4000.0,,0.0,,71.977296,358.532504,4.0
9369.293167,3798.393703,4000.0,,0.0,,71.977296,358.532504,0.0
9369.293167,3798.393703,4000.0,,0.0,,90.000346,359.999654,1.0
9369.293167,3798.393703,4000.0,,0.0,,90.000346,270.0,2.0
9369.293167,3798.393703,4000.0,,0.0,,89.998654,132.00016200000002,3.0
9369.293167,3798.393703,4000.0,,0.0,,32.748263,394.269185,4.0
7823.153351000001,3415.8292409999995,4000.0,,0.0,,32.748263,394.269185,0.0
7823.153351000001,3415.8292409999995,4000.0,,0.0,,90.000346,359.999654,1.0
7823.153351000001,3415.8292409999995,4000.0,,0.0,,89.999654,90.0,2.0
7823.153351000001,3415.8292409999995,4000.0,,0.0,fault,89.998654,132.00016200000002,3.0
7823.153351000001,3415.8292409999995,4000.0,,0.0,s0,-73.140887,363.953942,4.0
3361.479091,68.211601,4000.0,,0.0,,73.140887,363.953942,0.0
3361.479091,68.211601,4000.0,,0.0,,90.000346,359.999654,1.0
3361.479091,68.211601,4000.0,,0.0,,89.999654,90.0,2.0
3361.479091,68.211601,4000.0,,0.0,,89.998654,132.00016200000002,3.0
3361.479091,68.211601,4000.0,,0.0,s0,-73.29115999999999,188.41667,4.0
6151.390867,6648.059759000001,4000.0,,0.0,,73.29115999999999,188.41667,0.0
6151.390867,6648.059759000001,4000.0,,0.0,,90.000346,359.999654,1.0
6151.390867,6648.059759000001,4000.0,,0.0,,89.999654,90.0,2.0
6151.390867,6648.059759000001,4000.0,,0.0,,89.998654,132.00016200000002,3.0
6151.390867,6648.059759000001,4000.0,,0.0,s0,-32.30453,406.03768,4.0
7795.211115000001,2376.02364,4000.0,,0.0,,32.30453,406.03768,0.0
7795.211115000001,2376.02364,4000.0,,0.0,,90.000346,359.999654,1.0
7795.211115000001,2376.02364,4000.0,,0.0,,89.999654,90.0,2.0
